Argument ID	Part	Usage	Conclusion	Stance	Premise
A23289	usa	train	Intellectual property rights should be abolished.	in favor of	Intellectual property rights don't work for piracy websites and state actors.
A23290	usa	train	libertarianism should be adopted by us.	against	We shouldn't adopt libertarianism because some people don't like politics and others don't like to think about things in the same way.
A23291	usa	train	The Church of Scientologists should be banned.	in favor of	Scientology is a cult that brainwashes people.
A23292	usa	train	We should not do cosmetic surgery.	against	People who get involved in car accidents usually have facial surgery to reconstruct their face.
A23293	usa	train	Entrapment should be legalized.	in favor of	Those that were looking to commit a crime are stopped before they do it.
A23294	usa	train	We should not serve fast food.	against	There are some healthy options to choose from, so there is no need to ban fast food.
A23295	usa	train	We should allow the use of cannabis.	against	It would lead to more crimes.
A23296	usa	train	Private military companies should be banned.	in favor of	Private military companies are not obliged to follow the strict rules of engagement that the military must which results in abuse of civilians.
A23297	usa	train	We should stop profiling people.	in favor of	The different groups in a community are divided by racial profiling.
A23298	usa	train	Women should not be in combat.	against	If women choose to serve, they should be given the chance.
A23300	usa	train	We should stop whaling.	in favor of	It is a cruel way of killing a whale and could cause the extinction of some whales.
A23301	usa	train	We should stop mandatory retirement.	against	We should not end mandatory retirement because it allows women, people of color, and immigrants who have been discriminated against in the past to get jobs.
A23303	usa	train	We should not serve fast food.	against	Fast food is not harmful but it is the number of times it is eaten that is.
A23305	usa	train	We should adopt a regime of austerity.	against	A good process will be harmed by an austerity regime.
A23306	usa	train	We should stop using economic sanctions.	in favor of	Economic sanctions hurt ordinary people more than the governments.
A23307	usa	train	We should have a multi-party system.	against	More parties will make a more convoluted political system.
A23308	usa	train	We should support space exploration.	in favor of	The information learned from space exploration could be useful.
A23309	usa	train	We should not allow cosmetic surgery for children.	in favor of	Minors are not mature enough to make life decisions.
A23310	usa	train	We should stop the development of cars.	in favor of	These cars are not safe.
A23311	usa	train	We should support stem cell research.	against	Stem cell research uses cells from the killing, harvesting, and selling of babies, all of which are immoral.
A23312	usa	train	Holocaust denial should be a crime.	against	If this offence is made a criminal offence, people who are prosecuted and locked up for it would become political prisoners in a regime that would be oppressive.
A23313	usa	train	Affirmative action should be ended.	in favor of	You should have to work your way up to the top.
A23314	usa	train	We should not allow cosmetic surgery for children.	against	If plastic surgery could be used to stop the effects of bullied teens, it should be allowed.
A23315	usa	train	Private military companies should be banned.	in favor of	The military is not a good idea for profit driven companies.
A23317	usa	train	We should allow organ trade.	in favor of	More lives could be saved if it were legal to trade organs.
